event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2024 Scotties Tournament of Hearts,3938e65e,1,2,-4,2,-1,5,0,1,0,0,0
2024 Scotties Tournament of Hearts,3938e65e,3,-3,-1,1,0,4,0,1,1,-1,0
2024 Scotties Tournament of Hearts,3938e65e,-1,-6,-1,-3,0,3,1,1,0,-1,0
2024 Scotties Tournament of Hearts,3938e65e,-2,-3,-1,2,0,2,1,1,1,1,0
2024 Scotties Tournament of Hearts,3938e65e,0,0,-4,2,0,1,0,1,0,-2,0
2024 Scotties Tournament of Hearts,3938e65e,0,-1,-1,-3,1,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,5e759bcb,-2,-2,4,2,-1,9,0,0,0,1,1
2024 Scotties Tournament of Hearts,5e759bcb,0,0,1,-3,0,8,0,0,1,-2,1
2024 Scotties Tournament of Hearts,5e759bcb,2,1,0,1,0,7,1,0,0,2,1
2024 Scotties Tournament of Hearts,5e759bcb,3,-1,-4,-2,1,6,0,0,1,-2,1
2024 Scotties Tournament of Hearts,5e759bcb,0,2,0,5,1,5,1,0,0,2,1
2024 Scotties Tournament of Hearts,5e759bcb,-3,-4,-1,4,-1,4,0,0,1,1,1
2024 Scotties Tournament of Hearts,5e759bcb,-3,0,-2,6,0,3,0,0,0,1,1
2024 Scotties Tournament of Hearts,5e759bcb,-2,1,0,5,-1,2,0,0,1,1,1
2024 Scotties Tournament of Hearts,5e759bcb,5,3,3,8,-3,1,0,0,0,3,1
2024 Scotties Tournament of Hearts,ed97ad47,-2,-4,-2,0,0,9,1,1,0,0,0
2024 Scotties Tournament of Hearts,ed97ad47,-1,0,-1,-5,1,8,1,1,1,-1,0
2024 Scotties Tournament of Hearts,ed97ad47,-1,0,3,-1,0,7,1,1,0,1,0
2024 Scotties Tournament of Hearts,ed97ad47,6,-1,0,-4,0,6,0,1,1,-2,0
2024 Scotties Tournament of Hearts,ed97ad47,0,0,-1,4,-1,5,1,1,0,2,0
2024 Scotties Tournament of Hearts,ed97ad47,0,5,0,3,0,4,0,1,1,1,0
2024 Scotties Tournament of Hearts,ed97ad47,0,-3,2,-4,0,3,0,1,0,-2,0
2024 Scotties Tournament of Hearts,ed97ad47,-2,0,-1,-4,1,2,1,1,1,-1,0
2024 Scotties Tournament of Hearts,ed97ad47,1,-4,-2,-4,0,1,1,1,0,-1,0
2024 Scotties Tournament of Hearts,e786d6d9,0,4,8,0,-2,9,0,0,0,-2,0
2024 Scotties Tournament of Hearts,e786d6d9,1,-1,0,-2,1,8,1,0,1,-1,0
2024 Scotties Tournament of Hearts,e786d6d9,2,-2,2,-2,-1,7,1,0,0,1,0
2024 Scotties Tournament of Hearts,e786d6d9,1,1,-2,3,-1,6,0,0,1,1,0
2024 Scotties Tournament of Hearts,e786d6d9,2,1,-2,-4,1,5,0,0,0,-2,0
2024 Scotties Tournament of Hearts,e786d6d9,3,-5,-1,0,0,4,1,0,1,1,0
2024 Scotties Tournament of Hearts,e786d6d9,0,-2,-3,3,0,3,0,0,0,-1,0
2024 Scotties Tournament of Hearts,e786d6d9,-4,0,0,-4,1,2,1,0,1,1,0
2024 Scotties Tournament of Hearts,e786d6d9,0,-5,-1,-4,1,1,0,0,0,-2,0
2024 Scotties Tournament of Hearts,ffd34152,-1,-2,3,-1,0,9,1,1,0,0,1
2024 Scotties Tournament of Hearts,ffd34152,2,-1,-2,4,0,8,1,1,1,2,1
2024 Scotties Tournament of Hearts,ffd34152,-2,3,-2,2,0,7,0,1,0,0,1
2024 Scotties Tournament of Hearts,ffd34152,0,4,2,2,0,6,0,1,1,1,1
2024 Scotties Tournament of Hearts,ffd34152,0,-2,-2,-1,0,5,0,1,0,-2,1
2024 Scotties Tournament of Hearts,ffd34152,0,0,1,0,1,4,1,1,1,0,1
2024 Scotties Tournament of Hearts,ffd34152,-6,4,0,-4,1,3,1,1,0,1,1
2024 Scotties Tournament of Hearts,ffd34152,-1,0,0,2,-1,2,0,1,1,0,1
2024 Scotties Tournament of Hearts,ffd34152,1,2,0,0,0,1,0,1,0,-2,1
2024 Scotties Tournament of Hearts,ffd34152,0,2,0,2,0,0,1,1,1,1,1
2024 Scotties Tournament of Hearts,90c3f9a3,-4,-6,2,-1,0,9,0,0,0,-3,0
2024 Scotties Tournament of Hearts,90c3f9a3,0,3,-4,2,1,8,1,0,1,0,0
2024 Scotties Tournament of Hearts,90c3f9a3,-2,-2,1,-3,-1,7,1,0,0,-1,0
2024 Scotties Tournament of Hearts,90c3f9a3,0,0,-3,6,-1,6,1,0,1,2,0
2024 Scotties Tournament of Hearts,90c3f9a3,0,-5,-1,-2,0,5,0,0,0,-2,0
2024 Scotties Tournament of Hearts,90c3f9a3,-1,3,-1,0,0,4,1,0,1,0,0
2024 Scotties Tournament of Hearts,90c3f9a3,-2,0,-2,-2,1,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,90c3f9a3,3,-4,-5,-1,0,2,0,0,1,-2,0
2024 Scotties Tournament of Hearts,90c3f9a3,0,-1,-4,-8,2,1,1,0,0,-4,0
2024 Scotties Tournament of Hearts,8b1f81a6,-1,-4,-2,-3,1,9,1,1,0,-2,0
2024 Scotties Tournament of Hearts,8b1f81a6,0,-4,-2,-2,0,8,1,1,1,1,0
2024 Scotties Tournament of Hearts,8b1f81a6,-1,-3,4,0,0,7,0,1,0,-2,0
2024 Scotties Tournament of Hearts,8b1f81a6,-3,-3,-2,-2,0,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,8b1f81a6,0,1,-2,-2,0,5,0,1,0,-1,0
2024 Scotties Tournament of Hearts,8b1f81a6,0,-2,0,-4,1,4,1,1,1,-1,0
2024 Scotties Tournament of Hearts,8b1f81a6,4,-4,-4,0,0,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,8b1f81a6,0,-7,-1,-1,0,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,8b1f81a6,2,-5,-3,-8,2,1,1,1,0,-2,0
2024 Scotties Tournament of Hearts,40bd2c0c,-4,1,1,0,0,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,40bd2c0c,1,-4,-1,-3,1,8,0,1,1,-1,1
2024 Scotties Tournament of Hearts,40bd2c0c,-1,6,0,6,-1,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,40bd2c0c,-1,-2,5,-2,1,6,0,1,1,-1,1
2024 Scotties Tournament of Hearts,40bd2c0c,1,-8,-2,-4,1,5,1,1,0,-1,1
2024 Scotties Tournament of Hearts,40bd2c0c,-1,-1,-4,2,1,4,1,1,1,1,1
2024 Scotties Tournament of Hearts,40bd2c0c,3,-2,-2,2,0,3,0,1,0,0,1
2024 Scotties Tournament of Hearts,40bd2c0c,0,-1,1,6,-2,2,0,1,1,1,1
2024 Scotties Tournament of Hearts,40bd2c0c,1,-1,-1,6,-1,1,0,1,0,1,1
2024 Scotties Tournament of Hearts,9f0fca8e,-3,1,1,1,0,9,1,1,0,3,1
2024 Scotties Tournament of Hearts,9f0fca8e,1,-1,0,0,0,8,0,1,1,0,1
2024 Scotties Tournament of Hearts,9f0fca8e,0,2,2,6,-1,7,0,1,0,1,1
2024 Scotties Tournament of Hearts,9f0fca8e,1,3,2,7,-2,6,0,1,1,1,1
2024 Scotties Tournament of Hearts,9f0fca8e,0,3,2,1,0,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,9f0fca8e,1,-6,1,6,-1,4,1,1,1,2,1
2024 Scotties Tournament of Hearts,9f0fca8e,0,2,4,-1,0,3,0,1,0,-1,1
2024 Scotties Tournament of Hearts,9f0fca8e,-1,4,2,4,-1,2,1,1,1,3,1
2024 Scotties Tournament of Hearts,137c9715,1,0,0,1,0,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,137c9715,1,4,4,2,0,8,0,1,1,-3,0
2024 Scotties Tournament of Hearts,137c9715,0,1,-1,-4,0,7,1,1,0,1,0
2024 Scotties Tournament of Hearts,137c9715,0,0,-3,-1,0,6,0,1,1,-2,0
2024 Scotties Tournament of Hearts,137c9715,0,3,-4,-6,2,5,1,1,0,-2,0
2024 Scotties Tournament of Hearts,137c9715,0,-3,-1,2,0,4,1,1,1,2,0
2024 Scotties Tournament of Hearts,137c9715,0,0,-1,-3,0,3,0,1,0,-3,0
2024 Scotties Tournament of Hearts,137c9715,-1,1,-4,1,0,2,1,1,1,1,0
2024 Scotties Tournament of Hearts,212e9426,-1,0,-6,2,0,9,0,0,0,0,0
2024 Scotties Tournament of Hearts,212e9426,-3,-3,-5,-3,0,8,0,0,1,-3,0
2024 Scotties Tournament of Hearts,212e9426,-3,-5,-2,-5,1,7,1,0,0,-1,0
2024 Scotties Tournament of Hearts,212e9426,0,0,-3,-2,0,6,1,0,1,1,0
2024 Scotties Tournament of Hearts,212e9426,0,-6,-6,0,0,5,0,0,0,-2,0
2024 Scotties Tournament of Hearts,212e9426,0,-2,-2,0,0,4,1,0,1,1,0
2024 Scotties Tournament of Hearts,212e9426,0,0,0,-4,1,3,0,0,0,-2,0
2024 Scotties Tournament of Hearts,212e9426,2,-5,-4,-7,1,2,1,0,1,-3,0
2024 Scotties Tournament of Hearts,7ca4c046,1,-1,1,-2,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,7ca4c046,5,3,1,3,-1,8,0,1,1,1,1
2024 Scotties Tournament of Hearts,7ca4c046,2,-1,1,2,-1,7,0,1,0,-1,1
2024 Scotties Tournament of Hearts,7ca4c046,0,1,-1,0,0,6,1,1,1,0,1
2024 Scotties Tournament of Hearts,7ca4c046,0,2,1,3,0,5,1,1,0,2,1
2024 Scotties Tournament of Hearts,7ca4c046,0,1,-1,-2,0,4,0,1,1,-3,1
2024 Scotties Tournament of Hearts,7ca4c046,4,-1,5,2,-1,3,1,1,0,3,1
2024 Scotties Tournament of Hearts,7ca4c046,2,2,0,0,0,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,7ca4c046,2,0,1,7,-2,1,1,1,0,5,1
2024 Scotties Tournament of Hearts,0df35e3d,1,2,-2,-4,1,9,0,0,0,-2,1
2024 Scotties Tournament of Hearts,0df35e3d,0,1,1,2,0,8,1,0,1,2,1
2024 Scotties Tournament of Hearts,0df35e3d,2,0,0,0,0,7,0,0,0,-1,1
2024 Scotties Tournament of Hearts,0df35e3d,1,-2,0,1,0,6,1,0,1,1,1
2024 Scotties Tournament of Hearts,0df35e3d,0,-2,1,1,0,5,0,0,0,-1,1
2024 Scotties Tournament of Hearts,0df35e3d,1,-5,0,3,0,4,1,0,1,3,1
2024 Scotties Tournament of Hearts,0df35e3d,0,0,0,2,0,3,0,0,0,-1,1
2024 Scotties Tournament of Hearts,0df35e3d,0,0,-2,-1,2,2,1,0,1,1,1
2024 Scotties Tournament of Hearts,0df35e3d,0,2,1,0,0,1,0,0,0,-1,1
2024 Scotties Tournament of Hearts,0df35e3d,0,1,5,4,-2,0,1,0,1,1,1
2024 Scotties Tournament of Hearts,0c7a0eb2,-1,2,-1,3,0,9,1,1,0,0,0
2024 Scotties Tournament of Hearts,0c7a0eb2,-4,0,0,4,-1,8,1,1,1,2,0
2024 Scotties Tournament of Hearts,0c7a0eb2,2,3,4,4,-2,7,0,1,0,5,0
2024 Scotties Tournament of Hearts,0c7a0eb2,-1,0,0,-2,0,6,0,1,1,-2,0
2024 Scotties Tournament of Hearts,0c7a0eb2,0,0,-1,-4,1,5,1,1,0,-3,0
2024 Scotties Tournament of Hearts,0c7a0eb2,-1,-1,-4,-2,1,4,1,1,1,-1,0
2024 Scotties Tournament of Hearts,0c7a0eb2,-6,0,2,0,0,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,0c7a0eb2,1,1,3,2,0,2,0,1,1,1,0
2024 Scotties Tournament of Hearts,0c7a0eb2,0,-1,3,-5,1,1,0,1,0,-3,0
2024 Scotties Tournament of Hearts,0c7a0eb2,-6,-2,1,-4,1,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,93124c83,1,2,0,2,0,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,93124c83,0,0,5,-1,0,8,0,1,1,-1,1
2024 Scotties Tournament of Hearts,93124c83,-4,-1,0,-2,1,7,1,1,0,0,1
2024 Scotties Tournament of Hearts,93124c83,2,0,0,0,0,6,1,1,1,1,1
2024 Scotties Tournament of Hearts,93124c83,1,-3,-1,6,-1,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,93124c83,1,-1,1,5,-1,4,1,1,1,3,1
2024 Scotties Tournament of Hearts,93124c83,2,1,3,0,0,3,0,1,0,-1,1
2024 Scotties Tournament of Hearts,93124c83,-3,3,0,3,-1,2,1,1,1,2,1
2024 Scotties Tournament of Hearts,93124c83,-4,0,1,-1,0,1,0,1,0,-2,1
2024 Scotties Tournament of Hearts,b0e1b837,-2,0,0,0,0,9,1,1,0,0,1
2024 Scotties Tournament of Hearts,b0e1b837,-5,0,-1,1,0,8,1,1,1,3,1
2024 Scotties Tournament of Hearts,b0e1b837,0,2,3,2,-1,7,0,1,0,1,1
2024 Scotties Tournament of Hearts,b0e1b837,0,0,0,8,-2,6,0,1,1,2,1
2024 Scotties Tournament of Hearts,b0e1b837,0,1,-1,-2,0,5,0,1,0,-3,1
2024 Scotties Tournament of Hearts,b0e1b837,0,-1,-1,3,-1,4,1,1,1,2,1
2024 Scotties Tournament of Hearts,b0e1b837,-1,-1,1,4,-1,3,0,1,0,-1,1
2024 Scotties Tournament of Hearts,b0e1b837,0,3,1,5,-1,2,1,1,1,3,1
2024 Scotties Tournament of Hearts,146e14c1,2,3,2,0,0,9,1,1,0,0,1
2024 Scotties Tournament of Hearts,146e14c1,0,-5,-1,0,0,8,1,1,1,0,1
2024 Scotties Tournament of Hearts,146e14c1,-2,-1,2,2,0,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,146e14c1,0,1,5,4,-2,6,0,1,1,5,1
2024 Scotties Tournament of Hearts,146e14c1,-4,0,5,1,-1,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,146e14c1,-4,0,0,2,0,4,1,1,1,2,1
2024 Scotties Tournament of Hearts,146e14c1,2,-4,0,0,0,3,0,1,0,-2,1
2024 Scotties Tournament of Hearts,146e14c1,0,-4,0,1,0,2,1,1,1,1,1
2024 Scotties Tournament of Hearts,9c327ce3,0,1,0,-2,0,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,9c327ce3,0,1,-2,-2,0,8,0,1,1,-2,0
2024 Scotties Tournament of Hearts,9c327ce3,0,0,0,-5,2,7,1,1,0,1,0
2024 Scotties Tournament of Hearts,9c327ce3,1,0,-1,0,0,6,0,1,1,-1,0
2024 Scotties Tournament of Hearts,9c327ce3,1,1,0,0,0,5,1,1,0,-1,0
2024 Scotties Tournament of Hearts,9c327ce3,0,2,1,-1,1,4,1,1,1,-1,0
2024 Scotties Tournament of Hearts,9c327ce3,0,6,-7,2,1,3,1,1,0,3,0
2024 Scotties Tournament of Hearts,9c327ce3,0,0,-4,0,1,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,9c327ce3,0,-1,0,0,0,1,1,1,0,0,0
2024 Scotties Tournament of Hearts,9c327ce3,0,0,-5,-6,1,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,4782bfe1,-4,1,-1,-6,1,9,1,1,0,-1,1
2024 Scotties Tournament of Hearts,4782bfe1,1,0,2,5,-1,8,1,1,1,4,1
2024 Scotties Tournament of Hearts,4782bfe1,3,4,3,-3,1,7,0,1,0,-2,1
2024 Scotties Tournament of Hearts,4782bfe1,0,0,2,2,0,6,1,1,1,3,1
2024 Scotties Tournament of Hearts,4782bfe1,1,0,0,4,-1,5,0,1,0,1,1
2024 Scotties Tournament of Hearts,4782bfe1,0,5,2,5,-1,4,0,1,1,1,1
2024 Scotties Tournament of Hearts,4782bfe1,0,0,2,3,-1,3,0,1,0,1,1
2024 Scotties Tournament of Hearts,4782bfe1,2,-4,-1,3,-1,2,0,1,1,1,1
2024 Scotties Tournament of Hearts,dccaf73e,-2,0,-8,-6,3,9,0,0,0,-2,1
2024 Scotties Tournament of Hearts,dccaf73e,1,-7,4,5,-2,8,1,0,1,3,1
2024 Scotties Tournament of Hearts,dccaf73e,1,2,-1,0,0,7,0,0,0,0,1
2024 Scotties Tournament of Hearts,dccaf73e,0,-6,-1,4,-1,6,0,0,1,-1,1
2024 Scotties Tournament of Hearts,dccaf73e,0,0,-5,0,0,5,1,0,0,0,1
2024 Scotties Tournament of Hearts,dccaf73e,4,0,2,-1,0,4,1,0,1,2,1
2024 Scotties Tournament of Hearts,dccaf73e,1,1,-4,-8,3,3,0,0,0,-2,1
2024 Scotties Tournament of Hearts,dccaf73e,-4,2,-1,-4,1,2,1,0,1,1,1
2024 Scotties Tournament of Hearts,c273eae3,-4,4,3,0,0,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,c273eae3,0,-7,-3,-3,0,8,0,1,1,-2,1
2024 Scotties Tournament of Hearts,c273eae3,-1,-2,2,0,0,7,1,1,0,3,1
2024 Scotties Tournament of Hearts,c273eae3,-1,2,0,2,-1,6,0,1,1,0,1
2024 Scotties Tournament of Hearts,c273eae3,1,3,2,0,0,5,0,1,0,-2,1
2024 Scotties Tournament of Hearts,c273eae3,-2,-1,-3,2,1,4,1,1,1,3,1
2024 Scotties Tournament of Hearts,c273eae3,-5,-6,-3,-1,0,3,0,1,0,-1,1
2024 Scotties Tournament of Hearts,c273eae3,0,0,0,-1,0,2,1,1,1,-1,1
2024 Scotties Tournament of Hearts,c273eae3,0,2,-3,-5,2,1,1,1,0,-2,1
2024 Scotties Tournament of Hearts,f49382f6,4,2,0,4,-1,9,0,0,0,1,1
2024 Scotties Tournament of Hearts,f49382f6,-1,0,-3,-2,0,8,0,0,1,-2,1
2024 Scotties Tournament of Hearts,f49382f6,-2,2,0,4,-1,7,1,0,0,2,1
2024 Scotties Tournament of Hearts,f49382f6,0,7,4,2,0,6,0,0,1,-1,1
2024 Scotties Tournament of Hearts,f49382f6,-3,0,-1,-1,1,5,1,0,0,1,1
2024 Scotties Tournament of Hearts,f49382f6,0,0,-1,-4,0,4,0,0,1,-2,1
2024 Scotties Tournament of Hearts,f49382f6,-2,6,2,4,0,3,1,0,0,2,1
2024 Scotties Tournament of Hearts,f49382f6,3,0,0,0,0,2,0,0,1,0,1
2024 Scotties Tournament of Hearts,f49382f6,0,-2,0,4,0,1,0,0,0,1,1
2024 Scotties Tournament of Hearts,6839982e,2,2,-3,2,1,9,1,1,0,0,1
2024 Scotties Tournament of Hearts,6839982e,2,-2,-1,6,-1,8,1,1,1,2,1
2024 Scotties Tournament of Hearts,6839982e,3,2,-3,7,-1,7,0,1,0,2,1
2024 Scotties Tournament of Hearts,6839982e,-2,4,1,6,-1,6,0,1,1,1,1
2024 Scotties Tournament of Hearts,6839982e,-3,-3,1,-2,-1,5,0,1,0,-2,1
2024 Scotties Tournament of Hearts,6839982e,-1,1,2,2,0,4,1,1,1,2,1
2024 Scotties Tournament of Hearts,6839982e,-4,1,-1,5,-1,3,0,1,0,2,1
2024 Scotties Tournament of Hearts,6839982e,0,-2,5,1,0,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-2,3,0,0,-1,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-4,0,0,-2,0,8,0,1,1,-2,1
2024 Scotties Tournament of Hearts,2b2f7bb2,4,4,4,0,-1,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,2b2f7bb2,3,3,2,0,0,6,0,1,1,-1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-1,-2,5,0,-1,5,1,1,0,1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-1,2,1,0,-1,4,0,1,1,-1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-3,2,2,3,-1,3,1,1,0,1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,3,4,-2,3,-1,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-2,2,2,-2,1,1,1,1,0,0,1
2024 Scotties Tournament of Hearts,2b2f7bb2,-1,3,-2,0,0,0,1,1,1,1,1
2024 Scotties Tournament of Hearts,d771c822,4,1,2,-3,0,9,0,0,0,-3,0
2024 Scotties Tournament of Hearts,d771c822,-4,-2,-4,4,0,8,1,0,1,2,0
2024 Scotties Tournament of Hearts,d771c822,6,5,2,2,0,7,0,0,0,-1,0
2024 Scotties Tournament of Hearts,d771c822,1,3,-1,2,0,6,1,0,1,2,0
2024 Scotties Tournament of Hearts,d771c822,4,-3,-4,-4,2,5,0,0,0,-4,0
2024 Scotties Tournament of Hearts,d771c822,0,-3,-3,0,0,4,1,0,1,1,0
2024 Scotties Tournament of Hearts,d771c822,2,-5,1,2,0,3,0,0,0,1,0
2024 Scotties Tournament of Hearts,d771c822,0,-5,-1,3,0,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,d771c822,-2,-3,-4,-6,1,1,1,0,0,-2,0
2024 Scotties Tournament of Hearts,485d2727,1,0,0,0,0,9,1,1,0,0,0
2024 Scotties Tournament of Hearts,485d2727,0,2,1,-4,1,8,1,1,1,1,0
2024 Scotties Tournament of Hearts,485d2727,2,-1,-2,1,0,7,0,1,0,-2,0
2024 Scotties Tournament of Hearts,485d2727,1,-2,0,-1,0,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,485d2727,-2,2,-2,0,0,5,0,1,0,-2,0
2024 Scotties Tournament of Hearts,485d2727,0,-4,-1,-5,1,4,1,1,1,-2,0
2024 Scotties Tournament of Hearts,485d2727,1,-5,-1,-4,1,3,1,1,0,-4,0
2024 Scotties Tournament of Hearts,485d2727,0,-1,-2,-1,1,2,1,1,1,1,0
2024 Scotties Tournament of Hearts,e29e2f37,0,1,-3,-1,1,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,e29e2f37,1,-1,0,2,-1,8,0,1,1,-2,0
2024 Scotties Tournament of Hearts,e29e2f37,-1,-4,-2,-2,1,7,1,1,0,-1,0
2024 Scotties Tournament of Hearts,e29e2f37,-6,1,-2,-4,1,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,e29e2f37,1,3,-2,3,0,5,0,1,0,1,0
2024 Scotties Tournament of Hearts,e29e2f37,1,-1,0,0,0,4,0,1,1,-1,0
2024 Scotties Tournament of Hearts,e29e2f37,-1,6,0,-2,1,3,1,1,0,0,0
2024 Scotties Tournament of Hearts,e29e2f37,1,0,6,-1,-1,2,1,1,1,2,0
2024 Scotties Tournament of Hearts,e29e2f37,0,0,1,0,0,1,0,1,0,-2,0
2024 Scotties Tournament of Hearts,e29e2f37,-3,-2,-3,-4,1,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,dc51f097,2,-2,0,-2,1,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,dc51f097,2,0,2,-1,0,8,0,1,1,-1,0
2024 Scotties Tournament of Hearts,dc51f097,-3,-2,-3,-4,1,7,1,1,0,-1,0
2024 Scotties Tournament of Hearts,dc51f097,1,1,0,-3,0,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,dc51f097,-1,2,0,0,0,5,0,1,0,-2,0
2024 Scotties Tournament of Hearts,dc51f097,-3,1,0,7,-1,4,1,1,1,3,0
2024 Scotties Tournament of Hearts,dc51f097,3,1,1,-2,0,3,0,1,0,-2,0
2024 Scotties Tournament of Hearts,dc51f097,-1,0,1,-2,1,2,1,1,1,-1,0
2024 Scotties Tournament of Hearts,dc51f097,-1,2,0,0,0,1,1,1,0,0,0
2024 Scotties Tournament of Hearts,dc51f097,1,2,0,-6,1,0,1,1,1,-3,0
2024 Scotties Tournament of Hearts,8817516d,3,0,1,1,0,9,0,0,0,-1,1
2024 Scotties Tournament of Hearts,8817516d,-4,1,3,-1,0,8,1,0,1,2,1
2024 Scotties Tournament of Hearts,8817516d,0,-1,4,-1,0,7,0,0,0,-1,1
2024 Scotties Tournament of Hearts,8817516d,-2,0,0,4,0,6,1,0,1,3,1
2024 Scotties Tournament of Hearts,8817516d,0,0,0,-2,0,5,0,0,0,-1,1
2024 Scotties Tournament of Hearts,8817516d,-1,0,-1,2,0,4,1,0,1,4,1
2024 Scotties Tournament of Hearts,8817516d,0,0,0,0,0,3,0,0,0,-1,1
2024 Scotties Tournament of Hearts,8817516d,-4,2,3,0,0,2,1,0,1,5,1
2024 Scotties Tournament of Hearts,d2d241fc,0,0,0,-2,0,9,0,0,0,-2,0
2024 Scotties Tournament of Hearts,d2d241fc,-6,-2,-7,-1,3,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,d2d241fc,4,4,-2,-1,1,7,0,0,0,-2,0
2024 Scotties Tournament of Hearts,d2d241fc,0,4,1,-4,1,6,1,0,1,1,0
2024 Scotties Tournament of Hearts,d2d241fc,-3,1,2,1,-1,5,0,0,0,-1,0
2024 Scotties Tournament of Hearts,d2d241fc,5,-1,-5,-1,0,4,1,0,1,0,0
2024 Scotties Tournament of Hearts,d2d241fc,-2,-1,5,6,-1,3,1,0,0,4,0
2024 Scotties Tournament of Hearts,d2d241fc,2,4,-2,2,0,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,d2d241fc,-3,-3,-8,-7,3,1,1,0,0,-2,0
2024 Scotties Tournament of Hearts,d2d241fc,1,-7,-2,2,0,0,1,0,1,2,0
2024 Scotties Tournament of Hearts,d2d241fc,-1,-2,0,-2,0,-1,0,0,0,-2,0
2024 Scotties Tournament of Hearts,39342cde,2,3,4,4,-1,9,0,0,0,-1,1
2024 Scotties Tournament of Hearts,39342cde,4,2,4,6,-2,8,1,0,1,3,1
2024 Scotties Tournament of Hearts,39342cde,0,0,0,2,0,7,0,0,0,0,1
2024 Scotties Tournament of Hearts,39342cde,-4,2,0,0,0,6,0,0,1,-2,1
2024 Scotties Tournament of Hearts,39342cde,-1,2,-2,0,0,5,1,0,0,1,1
2024 Scotties Tournament of Hearts,39342cde,4,-1,0,0,0,4,0,0,1,-1,1
2024 Scotties Tournament of Hearts,39342cde,3,2,2,0,0,3,1,0,0,2,1
2024 Scotties Tournament of Hearts,39342cde,-3,0,2,4,-2,2,0,0,1,1,1
2024 Scotties Tournament of Hearts,39342cde,0,1,4,7,-1,1,0,0,0,4,1
2024 Scotties Tournament of Hearts,d24c93a4,-1,1,-3,0,0,9,0,0,0,0,0
2024 Scotties Tournament of Hearts,d24c93a4,-1,-2,3,-1,0,8,0,0,1,-1,0
2024 Scotties Tournament of Hearts,d24c93a4,3,-1,-1,-4,1,7,1,0,0,-4,0
2024 Scotties Tournament of Hearts,d24c93a4,2,2,0,-1,0,6,1,0,1,-1,0
2024 Scotties Tournament of Hearts,d24c93a4,-1,0,-4,1,0,5,1,0,0,2,0
2024 Scotties Tournament of Hearts,d24c93a4,-2,0,0,4,0,4,0,0,1,1,0
2024 Scotties Tournament of Hearts,d24c93a4,3,-2,2,4,-1,3,0,0,0,2,0
2024 Scotties Tournament of Hearts,d24c93a4,-1,-3,-2,-1,0,2,0,0,1,-2,0
2024 Scotties Tournament of Hearts,d24c93a4,2,-1,0,-6,1,1,1,0,0,-2,0
2024 Scotties Tournament of Hearts,ea07a269,-1,-2,-1,0,0,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,ea07a269,-4,-4,4,2,-2,8,0,1,1,-1,0
2024 Scotties Tournament of Hearts,ea07a269,-2,3,-4,-2,1,7,1,1,0,-1,0
2024 Scotties Tournament of Hearts,ea07a269,0,-4,1,-2,0,6,1,1,1,-1,0
2024 Scotties Tournament of Hearts,ea07a269,0,-3,1,4,-1,4,1,1,1,2,0
2024 Scotties Tournament of Hearts,ea07a269,1,2,0,2,0,3,0,1,0,-1,0
