event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2023 Tim Hortons Brier,ab846e8f,0,-7,2,-4,1,0,2,-2,6,0,0,1,-2,0
2023 Tim Hortons Brier,ab846e8f,-1,-1,-1,1,0,1,-1,-1,5,1,0,0,1,0
2023 Tim Hortons Brier,ab846e8f,2,-4,3,2,-1,-1,0,-2,4,0,0,1,-1,0
2023 Tim Hortons Brier,ab846e8f,-4,-4,-1,1,0,0,0,-1,3,1,0,0,3,0
2023 Tim Hortons Brier,ab846e8f,-3,-3,-2,-6,0,0,0,-2,2,0,0,1,-2,0
2023 Tim Hortons Brier,ab846e8f,-2,3,-4,-6,2,2,0,-1,1,1,0,0,1,0
2023 Tim Hortons Brier,3b98fe0c,0,-1,0,-2,0,0,0,1,9,1,1,0,2,0
2023 Tim Hortons Brier,3b98fe0c,0,-1,3,2,-2,-2,0,0,8,0,1,1,1,0
2023 Tim Hortons Brier,3b98fe0c,-1,2,4,-5,0,-1,0,-1,7,0,1,0,-2,0
2023 Tim Hortons Brier,3b98fe0c,0,-3,-2,1,0,0,0,0,6,1,1,1,1,0
2023 Tim Hortons Brier,3b98fe0c,0,0,-2,-6,0,0,0,-1,5,0,1,0,-3,0
2023 Tim Hortons Brier,3b98fe0c,3,-1,-3,-4,2,2,0,0,4,1,1,1,1,0
2023 Tim Hortons Brier,3b98fe0c,-1,3,0,-1,0,-1,0,-1,3,0,1,0,1,0
2023 Tim Hortons Brier,3b98fe0c,0,1,0,0,0,0,0,-2,2,0,1,1,-2,0
2023 Tim Hortons Brier,3b98fe0c,0,1,0,-2,0,0,0,-1,1,1,1,0,1,0
2023 Tim Hortons Brier,3b98fe0c,-1,1,-1,2,0,0,0,-2,0,0,1,1,-1,0
2023 Tim Hortons Brier,4c3bcf67,0,0,-3,-1,0,1,0,1,9,1,1,0,3,1
2023 Tim Hortons Brier,4c3bcf67,1,0,2,0,-1,-1,0,0,8,0,1,1,0,1
2023 Tim Hortons Brier,4c3bcf67,0,-1,0,-1,0,0,0,-1,7,0,1,0,-2,1
2023 Tim Hortons Brier,4c3bcf67,-1,3,2,3,0,0,0,0,6,1,1,1,2,1
2023 Tim Hortons Brier,4c3bcf67,-1,0,0,-1,0,0,0,-1,5,0,1,0,-1,1
2023 Tim Hortons Brier,4c3bcf67,2,-1,1,0,0,0,0,0,4,1,1,1,0,1
2023 Tim Hortons Brier,4c3bcf67,2,2,0,5,0,0,0,1,3,1,1,0,2,1
2023 Tim Hortons Brier,4c3bcf67,-1,-2,1,5,0,0,0,0,2,0,1,1,2,1
2023 Tim Hortons Brier,ded3dc8a,0,0,0,0,0,0,0,-1,9,0,0,0,-2,1
2023 Tim Hortons Brier,ded3dc8a,0,2,-3,0,0,0,0,0,8,1,0,1,1,1
2023 Tim Hortons Brier,ded3dc8a,0,-2,0,5,-1,-1,0,-1,7,0,0,0,3,1
2023 Tim Hortons Brier,ded3dc8a,0,0,-3,-1,0,0,0,-2,6,0,0,1,-2,1
2023 Tim Hortons Brier,ded3dc8a,4,0,-1,-1,0,0,-1,-1,5,1,0,0,1,1
2023 Tim Hortons Brier,ded3dc8a,0,-2,0,-3,0,0,0,-2,4,0,0,1,-2,1
2023 Tim Hortons Brier,ded3dc8a,0,0,-2,0,0,0,0,-1,3,1,0,0,1,1
2023 Tim Hortons Brier,ded3dc8a,1,1,1,0,0,0,0,-2,2,0,0,1,1,1
2023 Tim Hortons Brier,ded3dc8a,0,2,6,2,-1,-1,0,-3,1,0,0,0,1,1
2023 Tim Hortons Brier,ded3dc8a,-1,0,0,4,-1,-1,0,-4,0,0,0,1,-1,1
2023 Tim Hortons Brier,910d366f,-1,-2,0,0,0,0,0,1,9,1,1,0,0,0
2023 Tim Hortons Brier,910d366f,-1,3,0,0,0,0,0,2,8,1,1,1,1,0
2023 Tim Hortons Brier,910d366f,0,-1,3,-6,0,-1,1,1,7,0,1,0,0,0
2023 Tim Hortons Brier,910d366f,-1,-4,4,-2,-1,-1,2,0,6,0,1,1,-1,0
2023 Tim Hortons Brier,910d366f,0,-1,1,0,0,0,0,1,5,1,1,0,1,0
2023 Tim Hortons Brier,910d366f,3,2,4,0,-1,-1,0,0,4,0,1,1,-4,0
2023 Tim Hortons Brier,910d366f,-1,0,2,-5,1,1,0,1,3,1,1,0,-1,0
2023 Tim Hortons Brier,910d366f,0,-2,0,3,0,0,0,2,2,1,1,1,2,0
2023 Tim Hortons Brier,910d366f,0,1,0,-3,0,0,0,1,1,0,1,0,-2,0
2023 Tim Hortons Brier,989b4042,4,0,2,6,-1,0,-2,1,9,1,1,0,3,0
2023 Tim Hortons Brier,989b4042,0,-1,0,4,-1,-1,0,0,8,0,1,1,-1,0
2023 Tim Hortons Brier,989b4042,0,-3,-4,-2,2,3,0,1,7,1,1,0,-1,0
2023 Tim Hortons Brier,989b4042,0,-2,0,3,0,0,0,2,6,1,1,1,0,0
2023 Tim Hortons Brier,989b4042,1,-1,1,-4,1,1,0,3,5,1,1,0,0,0
2023 Tim Hortons Brier,989b4042,0,0,-2,0,0,0,0,4,4,1,1,1,0,0
2023 Tim Hortons Brier,989b4042,-2,3,-1,0,0,0,-1,5,3,1,1,0,1,0
2023 Tim Hortons Brier,989b4042,0,0,-5,0,0,0,0,4,2,0,1,1,-3,0
2023 Tim Hortons Brier,989b4042,0,1,-4,-4,2,2,0,5,1,1,1,0,-1,0
2023 Tim Hortons Brier,0da23f90,4,2,4,2,-1,0,-2,1,9,1,1,0,2,1
2023 Tim Hortons Brier,0da23f90,2,0,2,2,-1,-1,0,0,8,0,1,1,0,1
2023 Tim Hortons Brier,0da23f90,0,2,3,2,-1,-1,0,-1,7,0,1,0,-1,1
2023 Tim Hortons Brier,0da23f90,-1,0,0,0,0,0,0,0,6,1,1,1,0,1
2023 Tim Hortons Brier,0da23f90,0,-1,2,2,0,0,0,1,5,1,1,0,2,1
2023 Tim Hortons Brier,0da23f90,-2,2,4,5,-1,-1,0,0,4,0,1,1,4,1
2023 Tim Hortons Brier,0da23f90,-4,3,1,4,-1,-1,1,-1,3,0,1,0,5,1
2023 Tim Hortons Brier,0da23f90,0,0,0,-4,1,-6,7,-2,2,0,1,1,-1,1
2023 Tim Hortons Brier,5f1d2e2b,2,0,4,4,-2,-2,0,-1,9,0,0,0,-1,1
2023 Tim Hortons Brier,5f1d2e2b,2,-4,-2,-1,0,1,0,0,8,1,0,1,1,1
2023 Tim Hortons Brier,5f1d2e2b,-1,6,4,5,-2,-3,0,-1,7,0,0,0,2,1
2023 Tim Hortons Brier,5f1d2e2b,0,0,0,0,0,0,0,-2,6,0,0,1,-1,1
2023 Tim Hortons Brier,5f1d2e2b,1,4,-1,1,0,0,0,-1,5,1,0,0,1,1
2023 Tim Hortons Brier,5f1d2e2b,2,3,-5,-1,0,0,0,-2,4,0,0,1,-1,1
2023 Tim Hortons Brier,5f1d2e2b,0,0,-2,-4,1,1,0,-1,3,1,0,0,-1,1
2023 Tim Hortons Brier,5f1d2e2b,1,1,-4,3,1,1,0,0,2,1,0,1,1,1
2023 Tim Hortons Brier,5f1d2e2b,0,0,0,4,-1,-1,0,-1,1,0,0,0,1,1
2023 Tim Hortons Brier,5f1d2e2b,-1,-4,4,2,-1,-1,1,-2,0,0,0,1,-1,1
2023 Tim Hortons Brier,3db7fda0,0,2,2,3,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,3db7fda0,2,2,2,0,-1,-1,0,0,8,0,1,1,0,1
2023 Tim Hortons Brier,3db7fda0,3,0,2,5,-1,-1,0,-1,7,0,1,0,3,1
2023 Tim Hortons Brier,3db7fda0,1,-2,6,4,-2,-2,0,-2,6,0,1,1,1,1
2023 Tim Hortons Brier,3db7fda0,0,3,-1,2,-1,-1,0,-3,5,0,1,0,-1,1
2023 Tim Hortons Brier,3db7fda0,0,1,1,-1,0,0,0,-2,4,1,1,1,1,1
2023 Tim Hortons Brier,3db7fda0,0,3,-7,4,0,-1,1,-3,3,0,1,0,-1,1
2023 Tim Hortons Brier,3db7fda0,-2,1,0,-3,0,0,0,-2,2,1,1,1,1,1
2023 Tim Hortons Brier,4d32e805,0,2,2,0,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,4d32e805,2,0,0,-2,0,0,0,-2,8,0,0,1,-2,0
2023 Tim Hortons Brier,4d32e805,0,2,0,1,0,0,0,-1,7,1,0,0,2,0
2023 Tim Hortons Brier,4d32e805,0,-7,-1,3,-1,-1,2,-2,6,0,0,1,1,0
2023 Tim Hortons Brier,4d32e805,2,1,0,0,0,0,0,-3,5,0,0,0,-2,0
2023 Tim Hortons Brier,4d32e805,0,-2,0,0,0,0,0,-2,4,1,0,1,2,0
2023 Tim Hortons Brier,4d32e805,0,-2,2,2,0,0,0,-3,3,0,0,0,-1,0
2023 Tim Hortons Brier,4d32e805,-1,2,-2,0,0,0,0,-2,2,1,0,1,0,0
2023 Tim Hortons Brier,4d32e805,-2,0,0,-2,0,0,0,-1,1,1,0,0,0,0
2023 Tim Hortons Brier,4d32e805,0,0,0,-4,1,1,0,0,0,1,0,1,-2,0
2023 Tim Hortons Brier,3e57ea80,-1,1,3,0,0,0,0,-1,9,0,0,0,-1,1
2023 Tim Hortons Brier,3e57ea80,0,1,2,-2,1,1,0,0,8,1,0,1,1,1
2023 Tim Hortons Brier,3e57ea80,0,0,1,0,0,0,0,-1,7,0,0,0,-2,1
2023 Tim Hortons Brier,3e57ea80,0,-1,1,1,0,0,0,0,6,1,0,1,2,1
2023 Tim Hortons Brier,3e57ea80,0,2,3,0,-1,-1,0,-1,5,0,0,0,-1,1
2023 Tim Hortons Brier,3e57ea80,-2,-1,-2,1,0,0,0,0,4,1,0,1,1,1
2023 Tim Hortons Brier,3e57ea80,-2,0,-2,0,0,0,0,-1,3,0,0,0,0,1
2023 Tim Hortons Brier,3e57ea80,0,0,0,0,0,0,0,-2,2,0,0,1,0,1
2023 Tim Hortons Brier,3e57ea80,0,-1,-1,-1,0,0,0,-3,1,0,0,0,0,1
2023 Tim Hortons Brier,3e57ea80,2,-1,0,4,-1,-1,0,-4,0,0,0,1,1,1
2023 Tim Hortons Brier,e49e5359,-4,-1,-2,2,0,1,0,1,9,1,1,0,0,1
2023 Tim Hortons Brier,e49e5359,4,3,0,-1,0,0,0,2,8,1,1,1,1,1
2023 Tim Hortons Brier,e49e5359,-2,2,-1,2,0,0,0,1,7,0,1,0,-1,1
2023 Tim Hortons Brier,e49e5359,0,0,1,1,0,0,0,2,6,1,1,1,1,1
2023 Tim Hortons Brier,e49e5359,0,1,4,-1,0,0,0,1,5,0,1,0,-1,1
2023 Tim Hortons Brier,e49e5359,0,1,-1,-3,1,1,0,2,4,1,1,1,1,1
2023 Tim Hortons Brier,e49e5359,0,4,2,0,0,0,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,e49e5359,0,2,0,2,0,0,-1,2,2,1,1,1,3,1
2023 Tim Hortons Brier,e49e5359,-3,-1,0,0,0,0,1,1,1,0,1,0,-2,1
2023 Tim Hortons Brier,e49e5359,0,-2,2,1,0,0,0,2,0,1,1,1,1,1
2023 Tim Hortons Brier,5fbef69d,1,-2,-1,1,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,5fbef69d,2,0,1,3,0,0,0,0,8,1,0,1,2,0
2023 Tim Hortons Brier,5fbef69d,4,3,1,-4,1,-1,1,-1,7,0,0,0,-3,0
2023 Tim Hortons Brier,5fbef69d,0,-2,0,-4,1,1,0,0,6,1,0,1,-1,0
2023 Tim Hortons Brier,5fbef69d,1,3,-6,-4,0,0,0,1,5,1,0,0,-1,0
2023 Tim Hortons Brier,5fbef69d,0,0,0,0,0,0,0,2,4,1,0,1,1,0
2023 Tim Hortons Brier,5fbef69d,0,-2,0,-1,0,0,0,1,3,0,0,0,-1,0
2023 Tim Hortons Brier,5fbef69d,0,0,-1,0,0,0,0,2,2,1,0,1,1,0
2023 Tim Hortons Brier,5fbef69d,0,2,0,3,0,0,0,1,1,0,0,0,1,0
2023 Tim Hortons Brier,5fbef69d,0,-1,-2,-1,0,0,0,0,0,0,0,1,-1,0
2023 Tim Hortons Brier,93135e79,4,-1,0,-4,1,1,-1,1,9,1,1,0,1,1
2023 Tim Hortons Brier,93135e79,1,3,3,2,-1,-1,0,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,93135e79,3,-3,0,0,0,0,0,1,7,1,1,0,1,1
2023 Tim Hortons Brier,93135e79,0,0,-1,2,0,0,0,0,6,0,1,1,-1,1
2023 Tim Hortons Brier,93135e79,-1,-2,0,0,0,0,0,1,5,1,1,0,0,1
2023 Tim Hortons Brier,93135e79,0,-2,-1,5,-1,0,-1,2,4,1,1,1,2,1
2023 Tim Hortons Brier,93135e79,0,-1,2,0,0,0,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,93135e79,-1,-3,0,0,0,0,0,2,2,1,1,1,1,1
2023 Tim Hortons Brier,93135e79,0,0,1,6,-1,-1,0,1,1,0,1,0,1,1
2023 Tim Hortons Brier,63a3d195,2,-3,0,-2,0,0,0,-1,9,0,0,0,0,1
2023 Tim Hortons Brier,63a3d195,-1,1,0,0,0,0,0,-2,8,0,0,1,0,1
2023 Tim Hortons Brier,63a3d195,0,0,-3,0,0,0,0,-3,7,0,0,0,-3,1
2023 Tim Hortons Brier,63a3d195,3,-3,2,5,0,1,0,-2,6,1,0,1,3,1
2023 Tim Hortons Brier,63a3d195,1,2,2,-2,0,0,0,-3,5,0,0,0,-2,1
2023 Tim Hortons Brier,63a3d195,0,-1,0,4,-1,0,-1,-2,4,1,0,1,2,1
2023 Tim Hortons Brier,63a3d195,-1,2,3,0,0,0,0,-2,2,1,0,1,2,1
2023 Tim Hortons Brier,63a3d195,-2,0,-1,4,-1,-1,0,-3,1,0,0,0,-1,1
2023 Tim Hortons Brier,63a3d195,1,3,1,0,0,0,0,-2,0,1,0,1,2,1
2023 Tim Hortons Brier,2d8536b2,0,0,2,0,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,2d8536b2,0,0,2,4,0,0,0,-2,8,0,0,1,1,0
2023 Tim Hortons Brier,2d8536b2,3,1,4,1,0,0,0,-3,7,0,0,0,-1,0
2023 Tim Hortons Brier,2d8536b2,0,1,0,0,0,0,0,-2,6,1,0,1,1,0
2023 Tim Hortons Brier,2d8536b2,0,0,0,0,0,0,0,-3,5,0,0,0,0,0
2023 Tim Hortons Brier,2d8536b2,0,-2,3,4,-1,-2,1,-4,4,0,0,1,0,0
2023 Tim Hortons Brier,2d8536b2,2,-1,1,0,0,0,0,-5,3,0,0,0,-1,0
2023 Tim Hortons Brier,2d8536b2,-1,1,0,0,0,0,0,-4,2,1,0,1,0,0
2023 Tim Hortons Brier,2d8536b2,0,1,0,0,0,0,0,-3,1,1,0,0,1,0
2023 Tim Hortons Brier,2d8536b2,0,0,1,0,0,0,0,-4,0,0,0,1,-3,0
2023 Tim Hortons Brier,6dbc7718,0,-3,-1,2,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,6dbc7718,0,5,2,4,0,-1,0,-2,8,0,0,1,2,0
2023 Tim Hortons Brier,6dbc7718,-2,0,-6,0,1,0,1,-3,7,0,0,0,-3,0
2023 Tim Hortons Brier,6dbc7718,0,-1,1,-5,0,0,0,-2,6,1,0,1,-3,0
2023 Tim Hortons Brier,6dbc7718,0,-3,0,-2,0,1,0,-1,5,1,0,0,-2,0
2023 Tim Hortons Brier,6dbc7718,0,0,2,0,0,0,0,0,4,1,0,1,0,0
2023 Tim Hortons Brier,6dbc7718,1,-2,1,1,0,0,0,1,3,1,0,0,1,0
2023 Tim Hortons Brier,6dbc7718,0,-2,-2,0,0,0,0,0,2,0,0,1,-1,0
